3.571648,8.000341,6.496568,5.540755,6.138219,5.497799,6.303969,6.497763,6.859626,7.306906,7.266991,7.932831,8.077563,7.454964,6.263721,5.617602,5.912058,5.686908,5.269545,5.232205,5.633730,6.357233,6.438228,6.194671,6.123566,6.154320,6.433695,6.811126,7.014301,6.993745,6.956840,6.792024,6.464853,6.328651,6.426011,6.470568,6.437195,6.415342,6.372099,6.410301,6.455305,6.354129,6.267061,6.305820,6.396322,6.507011,6.570760,6.628765,6.797597,6.919564,6.927219,6.970548,6.984444,7.051559,7.158277,7.142384,7.290179,7.530190,7.584725,7.646315,7.742966,7.744381,7.739723,7.672967,7.531248,7.358832,7.102205,6.914735,6.839915,6.828562,6.815334,6.766273,6.723428,6.668339,6.671489,6.783946,7.023938,7.246851,7.289569,7.263052,7.187785,7.105489,7.187434,7.290996,7.282624,7.241347,7.193305,7.250045,7.317932,7.172247,6.962312,6.874134,6.849801,6.851641,6.870992,6.952666,7.105251,7.174591,7.288943,7.430844,7.358271,7.294828,7.257269,7.167640,7.172639,7.080234,6.963046,7.010854,7.134702,7.267873,7.227464,7.105867,7.011574,6.957499,6.991400,6.985122,7.039715,7.122271,7.187256,7.451831,7.661424,7.620527,7.533591,7.349941,7.137998,7.067518,7.113941,7.204747
7.252511,7.256860,7.175652,7.028101,6.905164,6.752543,6.663720,6.736856,6.819064,6.870969,6.911025,7.032585,7.206786,7.243694,7.251625,7.267550,7.204171,7.140499,7.141201,7.158057,7.187744,7.224052,7.204553,7.185819,7.167756,7.143414,7.160570,7.177690,7.185244,7.185179,7.152164,7.060381,6.924660,6.859242,6.862276,6.810075,6.654646,6.349577,6.172772,6.288221,6.518039,6.915772,7.156002,7.125625,7.169525,7.198129,7.205989,7.241468,7.280033,7.390709,7.443490,7.372597,7.214597,7.088861,7.133516,7.146047,7.108982,7.041225,6.742093,6.380975,6.264804,6.344402,6.493805,6.738541,6.897245,6.912464,6.879295,6.781049,6.733566,6.745432,6.825326,6.928741,6.799069,6.552057,6.375860,6.268691,6.281727,6.320574,6.343746,6.342541,6.263054,6.196551,6.268868,6.404732,6.556154,6.749313,6.800781,6.750943,6.750058,6.774546,6.916399,7.192950,7.327544,7.225036,7.122723,7.085815,7.085041,7.085744,7.059672,7.003139,6.862604,6.730392,6.653505,6.589112,6.537163,6.499365,6.492991,6.533215,6.626998,6.677014,6.630992,6.548362,6.406681,6.242337,6.145782,6.122553,6.241875,6.423172,6.469402,6.558616,6.719650,6.864288,7.072390,7.119827,7.028739,6.933262,6.739425,6.565169
6.086541,6.106795,6.116686,6.089274,6.051965,6.075576,6.088483,6.059549,6.042798,6.075991,6.149156,6.188455,6.251238,6.330870,6.294827,6.259773,6.260873,6.237627,6.256812,6.267293,6.259093,6.254303,6.238939,6.232504,6.194675,6.159654,6.188894,6.220967,6.251768,6.280219,6.286203,6.321702,6.392796,6.472347,6.492261,6.434246,6.377031,6.361293,6.360277,6.348517,6.341433,6.339474,6.340392,6.357239,6.377639,6.379436,6.356123,6.324757,6.307824,6.269990,6.231363,6.231987,6.230015,6.257346,6.330889,6.382598,6.394586,6.401667,6.425241,6.447362,6.456820,6.487283,6.524955,6.487592,6.443857,6.388922,6.277148,6.242916,6.203049,6.114706,6.080863,6.108559,6.143683,6.181388,6.265723,6.352143,6.432216,6.432832,6.412932,6.442266,6.438480,6.410359,6.352696,6.334154,6.348657,6.338212,6.340004,6.348455,6.356458,6.349999,6.294616,6.225386,6.210047,6.182308,6.125301,6.117138,6.166176,6.302485,6.474998,6.590497,6.629457,6.615504,6.594836,6.544609,6.460100,6.369417,6.309683,6.266933,6.193709,6.153769,6.127483,6.095410,6.110660,6.198770,6.418506,6.547341,6.413317,6.262767,6.161665,6.084306,6.090987,6.192171,6.363597,6.444918,6.471794,6.554312,6.658167,6.765711
6.830004,6.865891,6.883463,6.874182,6.860431,6.821356,6.755974,6.684143,6.618103,6.558114,6.505019,6.496231,6.511039,6.612922,6.769415,6.777105,6.763164,6.809785,6.844386,6.890743,6.956570,7.014684,6.967796,6.903151,6.898669,6.878021,6.841652,6.812573,6.809381,6.849963,6.934772,7.015318,7.076626,7.104231,7.050098,6.998536,7.012053,7.013084,6.945505,6.837734,6.806460,6.849335,6.882233,6.901012,6.899520,6.931626,6.968562,6.953921,6.929948,6.899485,6.896045,6.896161,6.818956,6.731029,6.717610,6.726933,6.721692,6.674458,6.505661,6.305018,6.216076,6.186773,6.175039,6.240228,6.317446,6.310705,6.300196,6.305633,6.293684,6.330390,6.412045,6.484209,6.522897,6.531780,6.512467,6.474414,6.446778,6.437034,6.454435,6.492156,6.490101,6.455613,6.438333,6.367896,6.307809,6.359368,6.388033,6.382988,6.411624,6.417488,6.402646,6.395905,6.397854,6.400695,6.367034,6.329335,6.342454,6.363870,6.414966,6.464296,6.431132,6.415521,6.477310,6.571752,6.649466,6.736148,6.824129,6.833541,6.719821,6.438304,6.105743,5.936545,5.940878,5.908373,5.809898,5.760677,5.751910,5.768785,5.789043,5.813465,5.851050,5.878519,5.915847,5.986691,6.055810,6.123607,6.182923,6.248720
5.856382,5.860204,5.886475,5.917070,5.941145,5.954844,5.967366,5.999769,6.025590,6.028438,6.047057,6.093171,6.121642,6.101681,6.086921,6.105210,6.112879,6.095005,6.071973,6.024629,5.970029,5.982258,6.017546,6.042506,6.050568,6.046033,6.027315,5.990878,6.006441,6.027798,6.051573,6.081101,6.078639,6.092497,6.082365,6.053811,6.051687,6.038267,6.003523,5.969097,5.973743,6.004257,6.032901,6.064950,6.093699,6.136007,6.152063,6.135454,6.110055,6.041854,6.008228,6.019948,6.017643,6.046981,6.068301,6.028822,5.997138,6.001900,6.000018,5.999791,6.021150,6.034147,6.011591,5.988315,6.051642,6.144720,6.152161,6.132371,6.129571,6.127631,6.120746,6.096303,6.058782,6.024761,6.019906,5.995538,5.942904,5.925677,5.928450,5.938230,5.977357,6.051048,6.133618,6.157335,6.123759,6.106878,6.132683,6.167693,6.172660,6.155405,6.136313,6.081244,6.021325,6.037390,6.039375,6.008247,6.007466,6.001830,6.006533,6.017354,6.016823,6.024595,6.029862,6.066886,6.117063,6.077956,6.042609,6.069106,6.070887,6.071958,6.095219,6.114819,6.101736,6.066501,6.038289,6.022447,6.019178,6.019571,6.020790,6.009433,5.996551,5.996161,5.991073,5.985881,5.982929,5.995644,6.017398,6.021518
6.067315,6.146819,6.178827,6.182098,6.145251,6.077091,6.017941,5.954888,5.949810,5.963309,5.961065,5.982053,5.980112,6.012102,6.069509,6.077777,6.078499,6.093617,6.114034,6.118971,6.092399,6.023334,5.974039,5.998696,6.012897,6.011806,6.012899,5.976192,5.947923,5.955925,5.979719,6.035241,6.097580,6.116300,6.087013,6.041213,6.024725,6.024978,6.015795,6.009811,6.026327,6.048455,6.043120,6.039922,6.038793,6.023183,6.006241,5.983643,5.998293,6.018700,5.991534,5.958986,5.943293,5.991709,6.065957,6.072558,6.066993,6.043568,6.000900,6.014011,6.027780,6.041380,6.051837,6.049337,6.059106,6.035692,6.025606,6.024227,6.024368,6.045671,6.043831,6.046076,6.034325,5.993134,5.959118,5.934841,5.927521,5.934990,5.952774,5.998940,6.048561,6.071583,6.085081,6.078343,6.033929,5.980107,5.965061,5.948049,5.918994,5.946788,5.993388,6.012335,5.998457,5.984723,6.002224,6.028530,6.059709,6.072424,6.034708,5.995301,5.996005,5.989786,5.985879,5.990674,5.982863,5.982303,5.977289,5.975839,5.967040,5.947470,5.947750,5.931711,5.908066,5.968430,6.034824,6.021671,6.032140,6.037705,6.022663,6.044517,6.052646,6.034226,5.990562,5.930652,5.903404,5.916309,5.919733,5.898914
5.890241,5.903896,5.904112,5.948933,6.013767,5.993204,5.986210,5.987352,5.957458,5.958187,5.940708,5.896766,5.868550,5.869657,5.888504,5.903763,5.886563,5.865313,5.902330,5.959330,5.977453,5.967973,5.955916,5.943404,5.949527,5.957712,5.933551,5.898544,5.887303,5.919229,5.951535,5.944481,5.938709,5.933207,5.891904,5.845090,5.837941,5.869308,5.930348,5.967299,5.944874,5.921544,5.897203,5.882837,5.850831,5.796221,5.809424,5.819425,5.814795,5.847509,5.897066,5.929322,5.904818,5.882861,5.880542,5.911844,5.955958,5.934759,5.907795,5.898807,5.894507,5.885108,5.847912,5.832703,5.838863,5.836483,5.846855,5.859355,5.854554,5.857604,5.883099,5.938244,5.974593,5.953723,5.917116,5.869938,5.853453,5.867384,5.862671,5.852079,5.831440,5.796680,5.766555,5.771345,5.793458,5.829661,5.883335,5.903299,5.896061,5.922795,5.957336,5.933680,5.914480,5.921448,5.879560,5.799619,5.769629,5.786352,5.797163,5.812862,5.811426,5.855051,5.921260,5.878797,5.839267,5.845863,5.848901,5.867374,5.876076,5.920589,5.987968,6.003613,5.966226,5.926655,5.894815,5.844912,5.824091,5.803582,5.779921,5.779794,5.775396,5.792125,5.819149,5.830785,5.863242,5.908058,5.900469,5.889825
5.894415,5.885304,5.887276,5.877751,5.867098,5.882260,5.897804,5.896065,5.866383,5.799306,5.760106,5.767356,5.777321,5.794985,5.799842,5.807421,5.822868,5.807000,5.795780,5.822654,5.847764,5.851096,5.871079,5.883506,5.875603,5.870955,5.834242,5.806458,5.859712,5.908908,5.872369,5.836310,5.820845,5.794230,5.764520,5.725492,5.728147,5.741461,5.769663,5.853001,5.884463,5.881537,5.913482,5.946184,5.958575,5.947850,5.941456,5.972222,6.003979,5.983427,5.967537,5.984980,5.998249,6.008486,5.998436,5.939827,5.844109,5.803173,5.817725,5.824466,5.867628,5.901404,5.877821,5.870418,5.879921,5.888087,5.902630,5.910211,5.934476,5.956115,5.951448,5.965947,6.017681,6.091992,6.140024,6.140962,6.151331,6.176586,6.186673,6.201167,6.184724,6.146238,6.100358,6.019390,5.991767,5.982315,5.955340,5.940265,5.845856,5.746150,5.721471,5.682757,5.662484,5.711682,5.819603,5.997242,6.182920,6.252305,6.140657,5.954961,5.859097,5.849047,5.839741,5.807015,5.761350,5.754521,5.821900,5.962419,6.096253,6.141060,6.143735,6.145440,6.154446,6.160985,6.124649,6.084933,6.111286,6.159800,6.194574,6.206450,6.192866,6.190715,6.199816,6.208428,6.198793,6.185076,6.180603,6.152758
6.219286,6.289147,6.362975,6.373411,6.346896,6.286353,6.218839,6.194810,6.177112,6.145923,6.114873,6.097131,6.032133,5.956388,5.966563,5.959488,5.937823,5.940165,5.944048,5.976714,6.011103,6.037198,6.021644,6.003813,6.031063,6.051314,6.059394,6.097048,6.152256,6.162460,6.165471,6.188959,6.199908,6.203957,6.179733,6.132477,6.096359,6.067024,6.048697,6.037383,6.032079,6.043914,6.052375,6.045801,6.041309,6.072208,6.117700,6.126096,6.126894,6.130605,6.121473,6.118166,6.119523,6.165927,6.222155,6.193704,6.124570,6.069185,6.032527,6.002308,6.022667,6.061388,6.090967,6.145967,6.114253,6.029972,5.976519,5.957598,5.948055,5.907145,5.892181,5.935239,6.029139,6.114158,6.154352,6.168828,6.124544,6.073928,6.086830,6.092038,6.087199,6.101347,6.116074,6.129902,6.090170,6.046034,6.083065,6.124282,6.143704,6.163181,6.156342,6.135324,6.109630,6.106898,6.133393,6.151782,6.129396,6.085447,6.074965,6.091099,6.104151,6.101935,6.092574,6.064885,6.040985,6.085276,6.152469,6.166516,6.126391,6.058220,5.998333,5.962114,5.933074,5.912040,5.957714,6.052673,6.135852,6.242914,6.300169,6.263521,6.231557,6.168843,6.079527,6.043904,6.051167,6.077977,6.114664,6.164503
6.183345,6.194755,6.255938,6.283854,6.263886,6.225789,6.164380,6.146115,6.130992,6.058159,6.013783,6.008819,6.002531,6.004349,6.005306,6.015536,6.067580,6.108127,6.046813,5.987744,6.022108,6.042659,6.043225,6.045137,5.991825,5.942705,5.979579,6.009546,5.966736,5.918993,5.865311,5.729494,5.621114,5.695899,5.825350,5.943044,6.042497,6.092380,6.119064,6.111035,6.116042,6.090778,6.048645,6.110151,6.231103,6.289445,6.245576,6.117443,5.913680,5.795672,5.792910,5.768566,5.817029,5.935527,6.065171,6.173357,6.163440,6.120843,6.074755,6.005521,5.936765,5.894067,5.868718,5.769902,5.719528,5.766883,5.828782,5.900799,5.920883,5.945903,5.995652,6.003904,5.998060,5.960761,5.901258,5.888397,5.900508,5.905968,5.950741,6.023030,6.046447,6.024186,6.011164,5.994396,5.950858,5.904119,5.857818,5.835260,5.860586,5.892649,5.902095,5.911233,5.926479,5.922514,5.918697,5.940420,5.998592,6.043552,6.015991,5.974814,5.904713,5.814878,5.767296,5.738955,5.748511,5.757258,5.752428,5.774948,5.813994,5.866133,5.894191,5.899839,5.903964,5.907135,5.915988,5.914461,5.902148,5.852661,5.760474,5.725410,5.752058,5.757721,5.757116,5.763268,5.809284,5.912278,5.977629,5.986932
